Timestamp,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
1.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.64,0.0057989973574876785,5.075482476968318e-06,0.002442955132573843,2.6875595722231083e-06,0.06166488379240036,0.020039836317300795,0.9100455638903077
1.78,0.007022120291367173,9.144651994574814e-06,0.004489144622348249,1.3468041061059921e-05,0.12471185110509395,0.029780257903039453,0.8339740208168368
1.91,0.007388308004010469,1.060065689671319e-05,0.005293700271053239,2.817774910681692e-05,0.18280121470615268,0.035279364673420785,0.7691986444437985
2.05,0.007512854519882239,1.3936142833699705e-05,0.005852550060523208,5.6848939101996615e-05,0.23463526633735746,0.03758340158304199,0.7143451567323877
2.18,0.007453906045557232,1.6203499879520678e-05,0.006510698944778995,8.046633223236198e-05,0.2777046270892303,0.04032740950837265,0.6679067102839145
2.31,0.007080356098980701,1.649552891555686e-05,0.0069292627241551805,9.686480711377356e-05,0.3168781242337315,0.04040086540049663,0.628598060596526
2.43,0.007263199008485026,2.1476173398354603e-05,0.006992380592923754,0.0001261617614384635,0.3478622719974831,0.04275964430567024,0.5949749068502429
2.55,0.007245358539492682,2.5516118344858863e-05,0.007472068740200186,0.0001241921697600888,0.37322362686512744,0.04389736270514069,0.5680119166134563
2.68,0.00985113430737473,2.8451769042929933e-05,0.007494808254234996,0.00013959129330074236,0.3921678554169356,0.046939916121620906,0.5433782803975308
2.81,0.011129232758394529,3.26800333454902e-05,0.007148819903487023,0.00014401091448452264,0.409327798831385,0.04976325079948715,0.5224542531009054
2.94,0.010994053519760473,3.056977017017998e-05,0.0072511794364312765,0.00014708926514870623,0.42542608746462396,0.05133730296918114,0.5048137746927843
3.07,0.011101760545318988,3.404470234861026e-05,0.006951818628321642,0.0001501089650894075,0.43980906350699395,0.052470329338650964,0.4894829306761846
3.21,0.010123086790471095,2.9489725404345697e-05,0.006321990701349051,0.00015578001554498896,0.4544244234938843,0.052813000102033124,0.47613228114118816
3.34,0.008986127072641745,2.5483209933281147e-05,0.0058121199746904275,0.00019333243226066332,0.4701474012337634,0.04993836563210827,0.46489721711738696
3.47,0.008355067626222044,2.198157501606562e-05,0.00546590252312952,0.00018878345645343225,0.47857455772083324,0.05213215000106861,0.4552616011822829
3.61,0.00795811709922697,1.9804426508876877e-05,0.00524901985027138,0.0001928916098012896,0.48542496668927987,0.0540269722757029,0.44712827303030644
3.74,0.007943067787466684,1.9487558478207187e-05,0.005009763781918407,0.00020809928855251804,0.49522396565961985,0.05126613936669572,0.44032950805844884
3.88,0.00784462364868224,2.037521250912554e-05,0.0047743858800784475,0.00021210419851840526,0.5022981538898242,0.05036698271900318,0.43448340803119007
4.01,0.009533821539357456,2.102857243822833e-05,0.004656918214496212,0.00022332221568415776,0.501234531735134,0.054940967177941565,0.4293894425672007
4.14,0.010351453013677278,2.1061865140525392e-05,0.004585547586133878,0.00021434485074916355,0.5028790566171597,0.05683917455698553,0.42510939394653025
4.28,0.011360128721187558,2.671639011255958e-05,0.004696930614112,0.00021649654207951617,0.501296919377504,0.0607121671726473,0.4216906848129161
4.41,0.013104071499657173,3.5633800092741845e-05,0.00486572135060872,0.00022891317674408627,0.4936918179423406,0.06929250448114103,0.418781373583344
4.54,0.01374007611422619,4.6650097021704726e-05,0.004888439728288537,0.00023371309602596344,0.4949481175538078,0.06973425255011978,0.4164087758905388
4.68,0.014528503297334398,5.026905518698773e-05,0.004970460535782956,0.00022334533736963232,0.49280369165209414,0.07314319610518955,0.41428056856260376
4.81,0.01494561870200501,5.057379648050799e-05,0.005097724737170959,0.00021348716775750713,0.4883595084177192,0.07897844731742472,0.4123546715076008
4.94,0.014525608255541386,4.6232731435730926e-05,0.005064524681222519,0.00020561930344301156,0.48879758951790386,0.08068772998396735,0.4106727293555795
5.08,0.015490833425486735,5.156191357656688e-05,0.0053864307688293546,0.00020164745799427144,0.48068397216069864,0.08883433212739779,0.40935125597987376
5.21,0.01978349553135033,6.88319656534477e-05,0.005594835685367389,0.0002145318798827683,0.4712011578307344,0.09467610040721466,0.40846108296387124
5.34,0.02091308933718946,7.568154197437926e-05,0.005816609936504317,0.00024384814823023198,0.4721412622165605,0.09300424813235396,0.4078052989732903
5.48,0.020004058151347977,8.442344796778369e-05,0.0058968374815870726,0.00031875920506733367,0.47688358711671186,0.08928993863516951,0.40752243216892625
5.61,0.024348033409384896,0.0002770680307484256,0.005845102065535485,0.0008714651006515329,0.4787217367127602,0.08305927583829383,0.40687735450433776
5.74,0.023593604875016022,0.00028094716223582366,0.00551521123416452,0.001375793314275362,0.48894829354383595,0.07437118756391055,0.4059150001286784
5.88,0.028865755426930026,0.0006179189874443316,0.005822459608101786,0.0023367842652923217,0.48702340952002343,0.06984416544412404,0.4054895467688872
6.01,0.038356168522278106,0.0008681103508577712,0.0059469180319496485,0.003593325847213208,0.48068346815036567,0.06565162610241379,0.404900418999814
6.14,0.037538045829299774,0.0008499195493793187,0.005716552932358803,0.003628665103578099,0.4870822856944581,0.060694862944824644,0.40448969832848836
6.28,0.034963421643176805,0.0007797332014290025,0.005486075046189098,0.0034917245748927184,0.49524261411065984,0.055964639428011255,0.4040718166777628
6.41,0.033072536912897486,0.0007491429708389343,0.005363805398989069,0.0033757374452969917,0.5013058699928706,0.05241008020573748,0.4037228543186453
6.54,0.030143373825389515,0.0006970394302774869,0.005161763926770385,0.003126015057395723,0.5075962235628105,0.04989382852677315,0.40338178940336233
6.68,0.028577894544107335,0.0007048627212654418,0.00498172856561808,0.0029449852294219808,0.511160141883667,0.048504234926196314,0.4031261825365924
6.81,0.027222692986753807,0.0007001598506709422,0.004677840840734273,0.0029376460962078754,0.5156033005909316,0.04594246300791554,0.4029159302049298
6.95,0.02635085519265447,0.0007252768902139155,0.0046667491581337105,0.0027916823802212392,0.5173245014356338,0.04534684719964489,0.4027941211446778
7.08,0.024990672171807456,0.0007646150818121031,0.0044272071474457265,0.0027543936845122858,0.5217601697013525,0.04269487919386159,0.4026080993171397
7.21,0.03045515253453626,0.0011003218369674043,0.004983853740678708,0.0025353046078225193,0.5163495097866541,0.04193390611737511,0.402641992406235
7.34,0.030735721790917693,0.0011517330326890102,0.005030895467061309,0.0025848637846290256,0.5162981610660009,0.04155278030375749,0.40264587525369144
7.48,0.028694138006377996,0.001056876581337738,0.005390646419378352,0.0027706932524817493,0.5185738118479266,0.041009681856523886,0.4025041795583245
7.61,0.024391347386443683,0.0008983575909854334,0.004582699968828114,0.09176128752777782,0.4413305951123049,0.034904095142652386,0.40213163321628076
7.74,0.02073292792545389,0.0007636056774927037,0.0038954699567659103,0.16786372960197266,0.375251547278448,0.02967925832780946,0.4018134781527679
7.88,0.01762339131198273,0.0006490676357533898,0.0033113781773227054,0.23250343755383526,0.31912932702321145,0.025239685089322898,0.40154373588951164
8.01,0.014980517577706281,0.0005517120518360025,0.0028149892026504038,0.28747194610212595,0.27139168135945335,0.02147424936078805,0.40131492177581385
8.15,0.012734648373018164,0.00046897142322954,0.0023933739081224378,0.33414534292467635,0.2308400292458267,0.018297110229701163,0.40112054090268856
8.28,0.010825573081598452,0.0003986340897511314,0.0020348467495813222,0.37376920906276473,0.1964240516560927,0.015590519418053447,0.40095719004140756
8.41,0.009202782073996702,0.0003388497826650553,0.0017301138026899325,0.40749273248945994,0.16712542536182395,0.013290824381451502,0.4008192945326674
8.54,0.00782354139588344,0.00028803563147742993,0.0014711852792000473,0.4361323626455667,0.14223830099107101,0.011343331890397608,0.4007032674654101
8.68,0.006650660690876623,0.0002448355561428755,0.001250886181405197,0.460514448570654,0.12106411309702467,0.00967284904048239,0.4006022198587804
8.81,0.005653746955167544,0.00020811559979409797,0.001063585283561618,0.48124305716586946,0.10305946776068799,0.00825647962726404,0.4005155561549379
8.95,0.004806340687494766,0.00017690436123662584,0.0009044024385355606,0.4988249397746514,0.08779072204814829,0.007055158556860621,0.4004415475985814
9.08,0.004086442093635361,0.00015038012392497828,0.0007692629148254995,0.5137625841300708,0.07480848190041016,0.0060398337455907095,0.40038303594740526
9.21,0.003474682963412828,0.00012783494720664912,0.0006544911085187514,0.5264810395042965,0.06374949433184675,0.0051798149999233165,0.40033266742659546
9.34,0.0029547213090531273,0.00010866959615231612,0.0005568643005435799,0.5372799069713293,0.05434131572792452,0.004473634265398316,0.4002849180683056
9.48,0.002514096044178788,9.239310127927828e-05,0.00047456395405776037,0.5464372273659833,0.04636606583187573,0.0038691080095661196,0.40024657163904126
9.61,0.002137744915700922,7.853781748310814e-05,0.00040374745558973107,0.5543624898711551,0.039490662211500084,0.0033164834476277273,0.40021036883319977
9.74,0.001819594384257798,6.679042473762944e-05,0.00034415746059949105,0.5610775947353991,0.0336369116319482,0.002873846253436863,0.4001811322626882
9.88,0.0015477607504665284,5.678622224746451e-05,0.0002931979720713123,0.5667257547194251,0.028724082181116235,0.0024947247867022956,0.4001577199516235
10.01,0.0013164952964009602,4.827882856909059e-05,0.0002497113466600587,0.5716282301984543,0.02447198906632466,0.0021484132274219056,0.4001369033225555
10.15,0.0011216304567455858,4.108593384386391e-05,0.00021345774721729632,0.5757283238337405,0.02089642451068943,0.0018699519391661185,0.4001291425627427
10.28,0.0009738295836273716,3.581204084590288e-05,0.00018979959207958408,0.5785958426794482,0.01813896343699477,0.0019154381380040945,0.40015033448195925
10.41,0.0008455024323393193,3.1213407852001535e-05,0.00016698977676501056,0.5808561989626201,0.0157806638240459,0.0021596869305248634,0.40015976211718624
10.55,0.0007272307401940238,2.677847358033598e-05,0.0001455137103966267,0.5832193420943395,0.013623889006774484,0.002100480947590544,0.400156771665657
10.68,0.0006400040437088638,2.3555212568972865e-05,0.00013158065930350167,0.5845723567033071,0.011943374567005267,0.0025165427311804617,0.4001725972339967
10.81,0.0005537203646775394,2.038036304581773e-05,0.0001164122354206825,0.5863253171226005,0.010330957207780078,0.0024841531459231887,0.40016907883495706
10.95,0.0004768376951455352,1.7570088499584888e-05,0.00010134552020769834,0.5879513304167516,0.008945118279015243,0.0023379187430246427,0.40016990602606634
11.08,0.00334172657696241,0.00015844010914897345,0.0010114656390284528,0.5708010985079902,0.017315106349331078,0.0057396578278152335,0.40163253357204287
11.22,0.06524935146006602,0.00014022616666633047,0.012530582599471487,0.48538024515630407,0.026554911577275044,0.007285467875560816,0.4028592430419089
11.35,0.10974984579143682,0.0001469727980773976,0.02030208839449873,0.41266700045617066,0.04343879158997044,0.008684471836861562,0.40501086042562195
11.48,0.11393449535895482,0.0001308899607328766,0.025795598151311792,0.3508679008595691,0.08580467646666347,0.009897395163774593,0.4135690642997941
11.61,0.11763571680873365,0.00011671430958558684,0.03101965330414145,0.2983994326081166,0.12394279553041639,0.011015570504218426,0.41787013120348476
11.75,0.11474496532575558,0.00010458062992222085,0.03315590438511315,0.253767850547981,0.16534500684851322,0.01156419473771013,0.4213175136433138
11.88,0.11303916360171466,9.657728773497858e-05,0.03552396452353787,0.21584493002396193,0.19767609150744303,0.01209292134097411,0.4257263709652602
12.02,0.1090502296134537,8.591601100954523e-05,0.03741294396457506,0.1835982308673617,0.22368796244071226,0.012290543090015794,0.43387420104105795
12.15,0.1080591689654191,8.259258897811099e-05,0.04064688914424994,0.15614220463658213,0.2438915966807341,0.012928451720728103,0.43824912277098094
12.28,0.10526572745956975,7.511190356774331e-05,0.04176007672792469,0.13281844626146852,0.26025140871899877,0.013069915568729818,0.44675933683564517
12.41,0.09910485453536409,6.734564499634405e-05,0.04063159638344174,0.11300367468764531,0.2850770359412126,0.013120692442124578,0.4489948239917826
12.55,0.0979800674921349,6.047489504500995e-05,0.03974169357760833,0.09615484848783135,0.30198775126526733,0.012798962695251572,0.45127622832317954
12.69,0.08727663636854927,5.684674374328406e-05,0.03710317990578684,0.0822112774048024,0.3257088838506886,0.012331600549864836,0.4553115962896827
12.82,0.07439863956454974,4.932161196839105e-05,0.03157403867534944,0.15849850206719912,0.277530811175719,0.010765649147484062,0.4471830651933981
12.95,0.06330815693122287,4.285825271464692e-05,0.026849991719506274,0.22399320388610178,0.23620601989963433,0.00937955978614189,0.44022023908120544
13.08,0.05383685242077737,3.704267278410873e-05,0.022828953073343195,0.2797745561307545,0.2010113273978155,0.008045381410048052,0.43446591085927017
13.21,0.0457890819023118,3.2187168751556554e-05,0.01941157156068536,0.3270640543450906,0.17112044810883034,0.006946255015559106,0.42963642243349554
13.35,0.0389428811768653,2.7824103391500134e-05,0.016506307486927243,0.3674123074260846,0.1457182146105095,0.006003448816080807,0.4253890337082461
13.48,0.03311701750581336,2.399536527235489e-05,0.014035180918921619,0.40185186543070983,0.12407564468591019,0.005174848855888805,0.4217214692263782
13.61,0.028162500889418577,2.0560211115920203e-05,0.011933294430355125,0.4311979898443138,0.10568601720330431,0.0044603641891427384,0.4185392939994601
13.75,0.02396479304724609,1.7930313936413845e-05,0.01014924980506524,0.4558209027186799,0.09017361742509122,0.003944857068714913,0.4159286729713945
13.88,0.020406804873335786,1.6180589307938972e-05,0.008638408614380436,0.47632691150261985,0.07730984818943896,0.0035176499881540025,0.41378420876192296
14.02,0.017378091985110897,1.4508321919579322e-05,0.007354231194260961,0.4937842523311667,0.06642113795678839,0.003110386971782845,0.4119374022315353
14.15,0.03229516722063799,0.0017569774419394712,0.007805175542968272,0.46770537495283565,0.06956264595370364,0.00965372127794079,0.4112209494821949
14.28,0.09873039554263643,0.013789136278209928,0.008727026973408554,0.39801651182304365,0.05957598270271585,0.011597281181588016,0.40956368160642004
14.46,0.15671836710075207,0.020694557659269537,0.009245557367285868,0.338944257287256,0.051453408444054036,0.014791365500497922,0.4081525073839797
14.68,0.2021733305820298,0.018072192102900387,0.020993485661902688,0.2881614985909914,0.04685231292496923,0.016709723049925653,0.40703747197820395
14.93,0.1859267881436349,0.015369566238641247,0.021138217159286005,0.24617987097065416,0.1031409199795443,0.01806640888586427,0.4101782512837013
15.2,0.16444757835663565,0.013077378983753595,0.0235202808598167,0.2095654904352479,0.15552683138818746,0.021294273255115424,0.41256818835038506
15.33,0.14202584156438833,0.011119300735163035,0.021942476118635472,0.17847098153344168,0.2031166826126528,0.02067030233782413,0.4226544390070814
15.45,0.13181887534447864,0.009471234963887113,0.025636063126004374,0.15211444586177336,0.23279969327369524,0.02268842935061057,0.425471279455336
15.69,0.14744616272161504,0.008189976147663048,0.04405754376568907,0.1296629865168727,0.20851307752541018,0.04029978084138294,0.42183049990231014
15.81,0.1461457775413353,0.007027450825925434,0.04373409794023371,0.11403253087841639,0.2150010779141348,0.053961007817939624,0.4200980861357856
16.05,0.1420805731541471,0.05038829353657976,0.04373241950162021,0.10399822182301513,0.21061324333503784,0.08949368007054165,0.35969359830617476
16.18,0.1293381079993322,0.08712639371770889,0.03910268485110744,0.10641469366981979,0.22304727284089193,0.10652764676520923,0.30844323768041665
16.32,0.11734204765871416,0.11835678671325618,0.03440359710835789,0.11944687006678556,0.22505977458460044,0.12110083386533702,0.26429012192722473
16.45,0.1218313210929332,0.14488509087773743,0.031232952977399135,0.11482811948609906,0.22098688787839058,0.14045948969769734,0.22577617349645362
16.58,0.10841196484816717,0.16744377656593912,0.028037105890263626,0.11781422183043572,0.22474939933967414,0.15998731826077917,0.19355625430489815
16.71,0.09639561570809052,0.18663380687946307,0.025309558762062093,0.13192185589348204,0.21813493168098547,0.17572039686820273,0.16588388108635024
16.85,0.09912868876852508,0.20297171727934216,0.022676219745169226,0.15023785065304068,0.20593941829905074,0.17689543952250641,0.14215071262314757
16.98,0.11314879368443533,0.21681060641403258,0.021301084684464375,0.13817395677074137,0.20418913101040476,0.18446229180940527,0.12191417207861929
17.11,0.09860318748787415,0.22863003414661348,0.01879693618807644,0.17590252111093035,0.18882650063012488,0.18443577715815362,0.10480507281541318
17.22,0.0864652977474638,0.23861627351362735,0.016529600271238138,0.19586981677604312,0.1895630937582458,0.18176436495981682,0.09119157697249519
17.35,0.08544586284746661,0.2471026501648611,0.01656632728661267,0.1834372992900098,0.19754355575577923,0.19040109889081874,0.07950322279995388
17.48,0.08578827513518392,0.25433040096303594,0.016801091386298685,0.17201855874366917,0.20091985904147028,0.1908119483780463,0.07932988120581558
17.61,0.10374702071462179,0.26056773372171105,0.02205947231317929,0.14683596985002004,0.2013062840943346,0.18254540043750003,0.08293813750342502
17.75,0.08912356610560669,0.2657464032681788,0.02106270160208352,0.12486939430719185,0.2527741783261761,0.17474181075048253,0.07168196119440425
17.89,0.07621898158016932,0.270147256343592,0.01843449645243902,0.10625391543718082,0.30129615788487313,0.16587398543361856,0.06177522913765656
18.01,0.06543296472910223,0.2738880837635349,0.016492239127700904,0.09039331359858072,0.34143722908722685,0.15898442741725274,0.05337176269165241
18.12,0.05638646916644491,0.27706818684995566,0.01491025708491106,0.07692713014433651,0.3748037786225179,0.15368166321907853,0.046222532439439565
18.25,0.04839676041377807,0.27977098633696523,0.01340565953601615,0.06544239631337886,0.40304353767545237,0.14978899102022503,0.04015168672272429
18.38,0.041930721695964596,0.28206861646314396,0.012443332190689702,0.05571833919074606,0.4256830808992018,0.1471666296275329,0.034989300015228215
18.52,0.0359829851142873,0.2840212940424461,0.011324391795202681,0.04746864555856848,0.44715761998752573,0.14342376523555225,0.03062130672543702
18.65,0.031340963461045396,0.2856812647833726,0.010753428112579207,0.04038233176850561,0.462345839157349,0.1425595031637924,0.026936672113848925
18.78,0.027166518704156113,0.28709208678906323,0.010076911833825029,0.03436771674703147,0.4759392076052098,0.1415934046472242,0.023764164452906203
18.91,0.023692534846997442,0.28829137770428254,0.009673326921733607,0.02925590111669599,0.4881718120387907,0.13979829321283707,0.02111676201939075
